Date,Open,High,Low,Close,Adj Close,Volume
2021-02-02,34.759998,35.099998,33.840000,34.060001,32.807251,19800900
2021-02-03,34.299999,34.740002,34.180000,34.330002,33.067318,10473000
2021-02-04,34.599998,34.720001,34.020000,34.189999,32.932465,10074200
2021-02-05,34.279999,34.480000,33.799999,33.959999,32.710926,12743600
2021-02-08,33.939999,34.250000,33.599998,33.869999,32.624237,11651600
2021-02-09,33.770000,34.500000,33.650002,34.279999,33.019157,15307000
2021-02-10,34.279999,34.480000,33.750000,33.810001,32.566444,14228800
2021-02-11,34.000000,34.360001,33.759998,33.939999,32.691662,9944000
2021-02-12,33.759998,34.139999,33.200001,33.750000,32.508648,17673000
2021-02-17,null,null,null,null,null,null
2021-02-18,33.360001,33.630001,33.029999,33.259998,32.036674,17165700
2021-02-19,33.119999,33.410000,32.529999,32.630001,31.429848,27407500
2021-02-22,29.500000,29.860001,28.559999,28.830000,27.769613,102036100
2021-02-23,29.600000,30.780001,29.520000,30.430000,29.760696,47768000
2021-02-24,30.750000,30.879999,29.770000,30.309999,29.643335,20598000
2021-02-25,30.440001,31.080000,29.320000,29.459999,28.812031,27312700
2021-02-26,29.610001,29.840000,27.910000,28.049999,27.433043,46859800
2021-03-01,28.650000,28.790001,27.719999,27.860001,27.247223,27784400
2021-03-02,27.450001,29.389999,27.020000,28.930000,28.293690,36337300
2021-03-03,28.799999,29.680000,28.010000,28.990000,28.352367,26952400
2021-03-04,29.209999,30.469999,29.100000,30.040001,29.379274,23946500
2021-03-05,30.150000,31.040001,30.049999,30.600000,29.926958,23139000
2021-03-08,29.990000,30.770000,29.070000,29.200001,28.557749,24768200
2021-03-09,29.469999,29.950001,28.850000,28.990000,28.352367,23057100
2021-03-10,29.180000,29.910000,28.660000,29.900000,29.242353,20780600
2021-03-11,30.299999,30.620001,29.570000,30.049999,29.389055,21384600
2021-03-12,29.799999,30.120001,29.660000,30.000000,29.483120,12314700
2021-03-15,29.799999,30.180000,29.600000,29.790001,29.276739,14587900
2021-03-16,29.889999,29.920000,29.260000,29.870001,29.355360,18523300
2021-03-17,29.650000,30.950001,29.540001,30.700001,30.171061,22104500
2021-03-18,30.709999,31.410000,30.410000,30.440001,29.915539,21730400
2021-03-19,30.170000,30.930000,29.850000,30.700001,30.171061,27673400
2021-03-22,30.520000,31.049999,30.230000,30.790001,30.259510,12402700
2021-03-23,30.770000,30.780001,29.680000,29.680000,29.168633,21461200
2021-03-24,29.879999,30.290001,29.100000,29.139999,28.637936,18283900
2021-03-25,29.200001,29.840000,29.010000,29.559999,29.050699,17762400
2021-03-26,29.600000,29.920000,29.209999,29.660000,29.148977,14529400
2021-03-29,29.610001,30.070000,29.299999,29.799999,29.286566,14545000
2021-03-30,29.639999,30.780001,29.610001,30.719999,30.190714,17422000
2021-03-31,30.650000,30.740000,30.230000,30.450001,29.925367,12643900
2021-04-01,30.770000,30.799999,29.900000,29.950001,29.433983,13052600
2021-04-05,30.160000,30.350000,29.620001,29.910000,29.394670,12635500
2021-04-06,29.980000,30.100000,29.450001,29.549999,29.040873,14016800
2021-04-07,29.520000,29.940001,29.240000,29.360001,28.854147,19772700
2021-04-08,29.520000,29.590000,29.000000,29.110001,28.608454,18141200
2021-04-09,29.110001,29.680000,29.080000,29.190001,28.687077,21380900
2021-04-12,29.450001,29.549999,29.230000,29.549999,29.040873,9720900
2021-04-13,29.440001,29.680000,29.129999,29.549999,29.040873,13289400
